CE-CO,CE-PM10,julian_day,hour
8.790209790209765,48.517482517482364,153,11
8.91608391608389,48.069930069929924,153,12
8.671328671328645,47.552447552447404,153,13
8.237762237762214,46.944055944055805,153,14
7.566433566433544,46.2377622377621,153,15
6.853146853146832,45.59440559440546,153,16
6.230769230769212,44.916083916083785,153,17
5.678321678321661,44.335664335664205,153,18
5.251748251748236,43.90909090909078,153,19
5.0069930069929915,43.692307692307566,153,20
4.832167832167817,43.741258741258605,153,21
4.846153846153832,43.853146853146725,153,22
4.923076923076908,43.81118881118867,153,23
4.923076923076908,43.87412587412574,154,0
4.846153846153832,43.88811188811175,154,1
4.832167832167817,43.93006993006979,154,2
4.930069930069915,43.8321678321677,154,3
5.174825174825159,43.825174825174685,154,4
5.664335664335647,43.75524475524462,154,5
6.328671328671309,43.699300699300565,154,6
7.174825174825153,43.79720279720266,154,7
8.055944055944032,44.097902097901965,154,8
8.91608391608389,44.419580419580285,154,9
9.405594405594378,44.67132867132854,154,10
9.58741258741256,44.67132867132854,154,11
9.293706293706267,44.93006993006979,154,12
8.692307692307667,45.31468531468518,154,13
7.965034965034941,45.76923076923063,154,14
7.076923076923055,46.16083916083902,154,15
6.097902097902079,46.51048951048937,154,16
5.342657342657326,46.97902097902084,154,17
4.804195804195789,47.49650349650335,154,18
4.552447552447538,48.02097902097887,154,19
4.489510489510476,48.587412587412445,154,20
4.587412587412573,49.0489510489509,154,21
4.6237762237762094,49.18181818181803,154,22
4.752631207176647,49.17482517482503,154,23
4.821646535282884,49.307692307692164,155,0
4.909327036599749,49.53846153846139,155,1
5.004517199971731,49.81118881118866,155,2
4.948875367057171,50.06993006992992,155,3
4.833310628765159,50.27272727272712,155,4
4.811669138941852,50.776223776223624,155,5
4.80702782066417,51.20279720279704,155,6
4.819386673932114,51.71328671328655,155,7
4.771822621822607,52.237762237762084,155,8
4.89510489510488,52.93706293706278,155,9
5.006143856143841,53.69930069930054,155,10
5.092352092352077,54.42657342657326,155,11
5.15559440559439,54.90909090909074,155,12
5.189810189810174,55.349650349650176,155,13
5.187645687645672,55.706293706293536,155,14
5.167832167832152,55.783216783216616,155,15
5.1468531468531316,55.55244755244738,155,16
5.1118881118880966,55.32167832167815,155,17
5.062937062937047,54.70629370629354,155,18
4.999999999999985,54.33566433566417,155,19
4.923076923076908,54.10489510489494,155,20
4.999999999999985,54.24475524475508,155,21
4.999999999999985,54.75524475524459,155,22
4.999999999999985,55.363636363636196,155,23
4.999999999999985,55.86013986013969,156,0
4.999999999999985,56.44755244755227,156,1
4.999999999999985,57.02097902097886,156,2
4.923076923076908,57.307692307692136,156,3
4.923076923076908,57.49650349650332,156,4
4.986013986013971,57.60839160839144,156,5
5.097902097902082,57.587412587412416,156,6
5.244755244755229,57.587412587412416,156,7
5.489510489510472,57.25174825174808,156,8
5.664335664335647,56.91608391608375,156,9
5.769230769230752,56.51748251748235,156,10
5.804195804195787,56.37762237762222,156,11
5.769230769230752,56.45454545454528,156,12
5.664335664335647,56.61538461538444,156,13
5.489510489510472,57.034965034964856,156,14
5.244755244755229,57.783216783216616,156,15
5.097902097902082,58.853146853146676,156,16
4.986013986013971,60.23776223776205,156,17
4.923076923076908,61.74825174825156,156,18
4.923076923076908,62.78321678321659,156,19
4.999999999999985,63.37062937062918,156,20
4.999999999999985,64.16783216783196,156,21
5.0769230769230616,64.57342657342639,156,22
4.999999999999985,64.82517482517463,156,23
4.937062937062922,65.02097902097881,157,0
4.888111888111873,65.15384615384596,157,1
4.776223776223762,65.30769230769211,157,2
4.678321678321664,65.73426573426553,157,3
4.657342657342643,66.195804195804,157,4
4.839160839160824,66.93006993006973,157,5
5.181818181818166,67.54545454545433,157,6
5.643356643356626,68.25174825174804,157,7
6.181818181818164,69.15384615384593,157,8
6.832167832167811,70.23076923076901,157,9
7.398601398601376,71.35664335664313,157,10
7.7622377622377385,72.30069930069908,157,11
7.9720279720279486,73.11888111888089,157,12
8.01398601398599,73.89510489510467,157,13
7.720279720279697,73.94405594405572,157,14
7.258741258741236,74.09790209790188,157,15
6.734265734265714,74.223776223776,157,16
6.265734265734247,73.98601398601377,157,17
